"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"4","4","Most Valuable Slayer","dsk","Near Mint","English","","","2024-12-21 09:42:46.553000","144","False","False",""
"1","1","Mount Doom","ltr","Near Mint","English","","","2025-01-20 10:22:03.690000","258","False","False",""
"5","5","Mountain","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","268","False","False",""
"6","6","Mountain","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","269","False","False",""
"5","5","Mountain","woe","Near Mint","English","","","2024-11-08 11:55:50.663000","274","False","False",""
"40","40","Mountain","woe","Near Mint","English","","","2025-01-30 14:17:09.763000","273","False","False",""
"5","5","Mountain","40k","Near Mint","English","","","2024-10-18 23:22:17.427000","315","False","False",""
"1","1","Mouth of the Storm","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","70","False","False","0.08"
"1","1","Multani, Yavimaya's Avatar","tdc","Near Mint","Spanish","","","2025-04-16 17:28:49.737000","263","False","False",""
"1","1","Murasa Brute","znr","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","195","False","False","0.07"
"2","2","Murasa Brute","znr","Near Mint","English","","","2025-04-28 06:37:25.550000","195","False","False","0.06"
"1","1","Murasa Sproutling","znr","Near Mint","Spanish","","","2025-06-08 10:26:18.547000","196","False","False",""
"1","1","Murder","dsk","Near Mint","English","foil","","2024-10-22 09:55:36.477000","110","False","False",""
"3","3","Murder","dsk","Near Mint","English","","","2024-10-22 09:55:49.370000","110","False","False",""
"1","1","Murderous Redcap","uma","Near Mint","English","","","2025-01-14 09:48:52.687000","217","False","False",""
"2","2","Murky Sewer","dsk","Near Mint","English","","","2024-10-22 10:10:34.280000","263","False","False",""
"4","4","Murmuring Mystic","grn","Near Mint","English","","","2025-12-01 12:56:10.750000","45","False","False",""
"4","4","Muscle Sliver","tmp","Near Mint","English","","","2024-10-21 11:29:51.457000","238","False","False",""
"2","2","Mushroom Watchdogs","ltr","Near Mint","English","","","2024-11-08 11:51:52.473000","180","False","False",""
"3","3","Mushroom Watchdogs","ltr","Near Mint","English","","","2025-04-28 06:37:25.550000","180","False","False","0.04"
"1","1","Mutant Chain Reaction","tmt","Near Mint","English","foil","","2026-03-16 09:34:40.437000","125","False","False","0.10"
"1","1","Mutant Surveyor","dft","Near Mint","English","","","2025-03-03 13:34:50.290000","98","False","False",""
"1","1","Myconid Spore Tender","clb","Near Mint","English","","","2025-04-28 06:37:25.550000","243","False","False","0.05"
"2","2","Myconid Spore Tender","clb","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","243","False","False","0.05"
"4","4","Myr Kinsmith","one","Near Mint","English","","","2025-11-26 21:26:25.330000","236","False","False",""
"4","4","Myr Retriever","2xm","Near Mint","English","","","2025-11-13 19:03:59.300000","277","False","False","1.21"
"1","1","Myriad Landscape","who","Near Mint","English","","","2024-10-21 10:24:56.603000","290","False","False",""
"1","1","Myriad Landscape","tdc","Near Mint","Spanish","","","2025-04-16 17:34:03.100000","380","False","False",""
"1","1","Mystic Gate","m3c","Near Mint","English","","","2025-06-08 10:05:43.877000","359","False","False",""
"1","1","Mystic Remora","ice","Near Mint","English","","","2025-06-15 10:48:08.170000","87","False","False",""
"1","1","Mystical Tether","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","19","False","False","0.02"
"3","3","Naga Eternal","war","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","60","False","False","0.06"
"1","1","Nanoform Sentinel","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","71","False","False","0.06"
"1","1","Nanoform Sentinel","eoe","Near Mint","Spanish","foil","","2025-08-21 20:56:37.747000","71","False","False","0.07"
"1","1","Nanoform Sentinel","eoe","Near Mint","English","foil","","2025-08-21 20:56:37.747000","71","False","False","0.07"
"4","4","Nanoform Sentinel","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","71","False","False","0.06"
"1","1","Narset's Rebuke","tdm","Near Mint","Spanish","","","2025-06-29 09:13:08.350000","114","False","False",""
"1","1","Nashi, Searcher in the Dark","dsk","Near Mint","English","","","2024-10-21 15:39:53.647000","223","False","False",""
"1","1","Nasty End","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","99","False","False",""
"1","1","Nature's Claim","ima","Near Mint","English","","","2026-01-13 11:06:58.713000","177","False","False",""
"1","1","Nature's Lore","dmr","Near Mint","English","","","2025-11-07 12:32:50.910000","170","False","False",""
"1","1","Nebula Dragon","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","147","False","False","0.10"
"2","2","Nebula Dragon","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","147","False","False","0.10"
"1","1","Necromantic Selection","tdc","Near Mint","Spanish","","","2025-04-16 17:31:19.683000","189","False","False",""
"1","1","Necropolis Fiend","tdc","Near Mint","Spanish","","","2025-04-16 17:28:54.047000","190","False","False",""
"1","1","Necrotic Wound","j25","Near Mint","Spanish","","","2024-12-06 11:08:39.137000","470","False","False",""
"1","1","Needletooth Pack","fdn","Near Mint","Spanish","","","2024-11-14 09:16:02.090000","108","False","False",""
"2","2","Needletooth Pack","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","108","False","False","0.16"
"1","1","Negate","m20","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","69","False","False","0.08"
"1","1","Negate","m20","Near Mint","Spanish","","","2025-09-30 07:02:57.647000","69","False","False",""
"1","1","Negate","mor","Near Mint","Spanish","","","2024-10-22 07:50:09.750000","43","False","False",""
"1","1","Negate","m10","Near Mint","Spanish","","","2024-10-21 10:27:14.600000","65","False","False",""
"1","1","Negate","dmu","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","58","False","False","0.12"
"2","2","Neglected Manor","dsk","Near Mint","English","","","2024-10-22 10:09:41.100000","264","False","False",""
"2","2","Nessian Hornbeetle","fdn","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","229","False","False","0.10"
"1","1","Nessian Hornbeetle","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","229","False","False","0.06"
"1","1","Nettle Drone","bfz","Near Mint","Spanish","","","2024-10-21 10:35:16.043000","131","False","False",""
"1","1","Nettle Guard","blb","Near Mint","Spanish","foil","","2024-10-22 09:22:10.850000","23","False","False",""
"1","1","Nettle Guard","blb","Near Mint","English","","","2025-04-28 06:37:25.550000","23","False","False","0.05"
"1","1","Nevinyrral's Disk","c17","Near Mint","English","","","2024-10-21 10:34:10.763000","217","False","False",""
"1","1","Nevinyrral's Disk","v10","Near Mint","English","foil","","2024-10-22 10:04:25.907000","11","False","False",""
"2","2","New Horizons","xln","Near Mint","English","","","2025-04-28 06:37:25.550000","198","False","False","0.04"
"1","1","New Horizons","40k","Near Mint","English","","","2024-10-21 21:09:45.447000","218","False","False",""
"1","1","News Helicopter","spm","Near Mint","Spanish","","","2025-09-30 06:53:47.817000","169","False","False","0.02"
"1","1","Nexos","40k","Near Mint","English","","","2024-10-18 22:32:31.180000","95","False","False",""
"1","1","Nezumi Linkbreaker","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","96","False","False","0.13"
"1","1","Night Market","dft","Near Mint","English","","","2025-03-03 13:45:52.663000","258","False","False",""
"1","1","Nightdrinker Moroii","mkm","Near Mint","English","","","2025-11-24 17:25:14.333000","96","False","False","0.03"
"1","1","Nightmare Shepherd","dsc","Near Mint","Spanish","","","2024-10-21 12:01:03.677000","149","False","False",""
"1","1","Nightshade Dryad","mh3","Near Mint","English","","","2025-04-07 13:26:44.400000","163","False","False",""
"1","1","Nightshade Harvester","dsc","Near Mint","English","","","2025-08-07 16:48:37.600000","150","False","False",""
"1","1","Nightveil Sprite","rvr","Near Mint","English","","","2024-10-27 22:36:05.300000","52","False","False",""
"1","1","Nightwhorl Hermit","blb","Near Mint","English","","","2025-04-28 06:37:25.550000","62","False","False","0.05"
"1","1","Nightwhorl Hermit","blb","Near Mint","Spanish","","","2024-10-22 07:51:43.987000","62","False","False",""
"4","4","Nihil Spellbomb","scd","Near Mint","English","","","2025-10-23 22:04:52.503000","270","False","False",""
"1","1","Nimble Hobbit","ltr","Near Mint","English","","","2025-11-24 17:25:14.333000","23","False","False","0.04"
"2","2","Nimble Innovator","kld","Near Mint","English","","","2025-04-28 06:37:25.550000","58","False","False","0.05"
"1","1","Nimble Thopterist","dft","Near Mint","English","","","2025-03-03 13:45:12.683000","53","False","False",""
"2","2","Ninth Bridge Patrol","cmr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","33","False","False","0.05"
"1","1","Nissa's Triumph","war","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","170","False","False","0.13"
"1","1","Niv-Mizzet, Dracogenius","c17","Near Mint","English","","","2024-10-21 11:05:36.913000","184","False","False",""
"1","1","Niv-Mizzet, Parun","otc","Near Mint","English","","","2024-10-21 11:06:22.610000","235","False","False",""
"1","1","Niv-Mizzet, the Firemind","c17","Near Mint","English","","","2024-10-21 10:16:05.930000","185","False","False",""
"1","1","No Mercy","dmr","Near Mint","English","","","2025-06-08 10:05:18.650000","95","False","False",""
"1","1","Nocturnal Hunger","blb","Near Mint","Spanish","","","2025-08-05 16:30:28.470000","102","False","False","0.08"
"1","1","Non-Human Cannonball","unf","Near Mint","English","","","2025-11-24 17:25:14.333000","115","False","False","0.12"
"1","1","Norin, Swift Survivalist","dsk","Near Mint","English","","","2024-10-22 08:31:48.517000","145","False","False",""
"1","1","Nova Hellkite","eoe","Near Mint","Spanish","","","2025-08-05 16:39:58.670000","148","False","False",""
"1","1","Novice Dissector","stx","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","79","False","False","0.04"
"4","4","Novice Inspector","mkm","Near Mint","Spanish","","","2024-11-07 10:35:01.463000","29","False","False",""
"1","1","Nowhere to Run","dsk","Near Mint","Spanish","","","2025-07-04 06:18:39.990000","111","False","False",""
"2","2","Nowhere to Run","dsk","Near Mint","English","","","2024-10-22 09:52:03.203000","111","False","False",""
"1","1","Noxious Gearhulk","tdc","Near Mint","Spanish","","","2025-04-16 17:28:58.623000","191","False","False",""
"1","1","Nurturing Pixie","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","20","False","False","0.30"
"2","2","Nutrient Block","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","243","False","False","0.13"
"2","2","Nutrient Block","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","243","False","False","0.13"
"1","1","Nyx Weaver","tdc","Near Mint","Spanish","","","2025-04-16 17:29:03.097000","298","False","False",""
"3","3","Nyxborn Hydra","mh3","Near Mint","English","","","2025-10-14 09:23:36.167000","164","False","False","0.25"
"1","1","Nyxborn Hydra","mh3","Near Mint","English","","","2025-01-13 18:42:39.607000","164","False","False",""
"2","2","Nyxborn Seaguard","thb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","57","False","False","0.02"
"1","1","Oakhollow Village","blb","Near Mint","Spanish","","","2024-10-22 10:07:34.150000","258","False","False",""
"1","1","Oasis Gardener","otj","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","246","False","False","0.15"
"1","1","Ob Nixilis, Captive Kingpin","mat","Near Mint","English","","","2025-02-19 09:24:27.000000","41","False","False",""
"1","1","Ob Nixilis, the Fallen","tdc","Near Mint","Spanish","","","2025-04-16 17:29:08.160000","192","False","False",""
"1","1","Ob Nixilis, the Hate-Twisted","war","Near Mint","English","","","2025-01-14 09:48:28.610000","100","False","False",""
"1","1","Oblivious Bookworm","dsk","Near Mint","Spanish","","","2025-03-30 08:55:23.757000","225","False","False",""
"1","1","Oblivious Bookworm","dsk","Near Mint","English","","","2024-10-21 15:44:56.437000","225","False","False",""
"1","1","Oblivious Bookworm","dsk","Near Mint","English","foil","","2024-10-21 15:44:52.743000","225","False","False",""
"2","2","Obscura Initiate","snc","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","50","False","False","0.03"
"1","1","Obscura Storefront","dsc","Near Mint","Spanish","","","2024-10-21 12:15:51.233000","291","False","False",""
"3","3","Obsidian Acolyte","inv","Near Mint","English","","","2024-10-21 11:36:29.233000","22","False","False",""
"2","2","Obsidian Acolyte","inv","Near Mint","English","","","2025-10-21 12:58:38.197000","22","False","False","0.81"
"2","2","Octopus Form","tla","Near Mint","English","","","2025-11-15 16:33:07.270000","66","False","False","0.14"
"1","1","Oil-Gorger Troll","one","Near Mint","English","","","2025-11-24 17:25:14.333000","177","False","False","0.02"
"2","2","Oji, the Exquisite Blade","clb","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","290","False","False","0.14"
"1","1","Old One Eye","40k","Near Mint","English","","","2024-10-21 21:11:28.833000","96","False","False",""
"1","1","Oliphaunt","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","139","False","False",""
"1","1","Oliphaunt","ltr","Near Mint","English","","","2025-11-17 08:09:05.513000","139","False","False","0.15"
"2","2","Olog-hai Crusher","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","140","False","False",""
"2","2","Omen of the Sea","thb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","58","False","False","0.11"
"1","1","Omenspeaker","cmr","Near Mint","Spanish","","","2024-10-27 22:37:30.733000","83","False","False",""
"1","1","Omniscience","fdn","Near Mint","Spanish","","","2025-04-04 23:52:57.113000","161","False","False",""
"1","1","Omnivorous Flytrap","dsk","Near Mint","English","","","2024-10-21 20:55:17.040000","192","False","False",""
"1","1","Ondu Giant","pca","Near Mint","English","","","2025-04-28 06:37:25.550000","71","False","False","0.07"
"1","1","Ondu Spiritdancer","dsc","Near Mint","Spanish","","","2024-10-21 12:01:08.490000","101","False","False",""
"1","1","One with the Multiverse","dsc","Near Mint","Spanish","","","2024-10-21 12:11:41.053000","121","False","False",""
"1","1","One-Clown Band","unf","Near Mint","English","","","2025-11-24 17:25:14.333000","117","False","False","0.03"
"1","1","Opal Palace","c13","Near Mint","Spanish","","","2024-11-08 09:52:35.383000","310","False","False",""
"1","1","Opal Palace","40k","Near Mint","English","","","2024-10-22 10:08:06.850000","286","False","False",""
"1","1","Ophidian Eye","tsp","Near Mint","Spanish","","","2024-11-28 09:52:25.283000","70","False","False",""
"1","1","Opt","eld","Near Mint","English","","","2024-10-21 11:12:31.070000","59","False","False",""
"1","1","Optimistic Scavenger","dsk","Near Mint","English","","","2024-10-22 09:33:32.667000","21","False","False",""
